Title,Year,Genres,Rating,NumVotes
The Invitation,2015,"Drama,Mystery,Thriller",6.6,95355
Tracers,2015,"Action,Crime,Drama",5.6,18577
Rage,2014,"Action,Crime,Thriller",5.0,23477
Anomalisa,2015,"Animation,Comedy,Drama",7.3,66721
Dark Places,2015,"Crime,Drama,Mystery",6.2,42337
Dom Hemingway,2013,"Comedy,Crime,Drama",6.2,25764
The November Man,2014,"Action,Thriller",6.3,63800
Carol,2015,"Drama,Romance",7.2,116983
The Green Inferno,2013,"Adventure,Horror",5.3,39266
The Starving Games,2013,"Comedy,Sci-Fi",3.2,19123
Belle,2013,"Biography,Drama,Romance",7.3,28373
Gods of Egypt,2016,"Action,Adventure,Fantasy",5.4,107027
The Family,2013,"Comedy,Crime,Thriller",6.3,111115
Woman in Gold,2015,"Biography,Drama,History",7.3,54207
The Magnificent Seven,2016,"Action,Adventure,Western",6.9,186172
The Past,2013,"Drama,Mystery",7.8,45199
The Heat,2013,"Action,Comedy,Crime",6.6,162975
Witching and Bitching,2013,"Action,Adventure,Comedy",6.4,13525
Venus in Fur,2013,Drama,7.2,18135
Atomic Blonde,2017,"Action,Thriller",6.7,177211
Open Windows,2014,"Crime,Mystery,Thriller",5.2,13651
Frequencies,2013,"Mystery,Romance,Sci-Fi",6.8,13691
The Wolfpack,2015,"Biography,Documentary",7.0,12082
Goon: Last of the Enforcers,2017,"Comedy,Sport",5.8,12337
Gabbar is Back,2015,"Action,Crime,Drama",7.1,22716
Tom at the Farm,2013,"Drama,Mystery,Thriller",7.0,16412
Creep,2014,"Horror,Thriller",6.3,43181
G.B.F.,2013,"Comedy,Drama,Romance",5.9,10613
Philomena,2013,"Biography,Comedy,Drama",7.6,94500
Project Almanac,2015,"Drama,Mystery,Sci-Fi",6.4,76448
Go Goa Gone,2013,"Action,Adventure,Comedy",6.6,11526
The Duel,2016,"Drama,Western",5.8,10014
Department Q: The Keeper of Lost Causes,2013,"Crime,Drama,Mystery",7.2,26446
Taken 3,2014,"Action,Thriller",6.0,179934
Joy,2015,"Biography,Drama",6.6,128889
V/H/S/2,2013,"Horror,Thriller",6.0,36238
The Peanuts Movie,2015,"Animation,Comedy,Family",7.1,42557
Son of a Gun,2014,"Action,Crime,Drama",6.4,26599
Isn't It Romantic,2019,"Comedy,Fantasy,Musical",5.9,63602
Clouds of Sils Maria,2014,Drama,6.7,27765
The Fundamentals of Caring,2016,"Comedy,Drama",7.3,61483
Ninja: Shadow of a Tear,2013,"Action,Thriller",6.2,11476
Copenhagen,2014,"Adventure,Drama,Romance",7.1,12152
Happy New Year,2014,"Action,Comedy,Crime",5.0,34259
Masterminds,2016,"Biography,Comedy,Crime",5.8,51107
Walk of Shame,2014,Comedy,6.0,51442
And So It Goes,2014,"Comedy,Drama,Romance",5.8,12913
Human Capital,2013,"Crime,Drama",7.3,11855
Left Behind,2014,"Action,Fantasy,Sci-Fi",3.1,37278
The Mountain,2012,"Adventure,Drama,Thriller",7.8,20194
Paranormal Activity: The Ghost Dimension,2015,"Horror,Mystery",4.6,25232
Get on Up,2014,"Biography,Drama,Music",6.9,22756
Paranormal Activity: The Marked Ones,2014,"Horror,Mystery",5.0,40055
Mr. Turner,2014,"Biography,Drama,History",6.8,24417
The Hallow,2015,"Fantasy,Horror,Thriller",5.7,15484
The Ridiculous 6,2015,"Action,Adventure,Comedy",4.8,44819
Palo Alto,2013,Drama,6.2,27517
Rob the Mob,2014,"Biography,Crime,Drama",6.3,10736
"Extremely Wicked, Shockingly Evil and Vile",2019,"Biography,Crime,Drama",6.6,80375
5 to 7,2014,"Comedy,Drama,Romance",7.1,19025
Star Wars: Episode VII - The Force Awakens,2015,"Action,Adventure,Sci-Fi",7.9,864459
Cooties,2014,"Action,Comedy,Horror",5.7,23180
Last Knights,2015,"Action,Drama,History",6.2,40535
Stretch,2014,"Comedy,Crime",6.5,29762
Bone Tomahawk,2015,"Drama,Horror,Western",7.1,87552
Ip Man: The Final Fight,2013,"Action,Biography,Drama",6.2,10708
Point Blank,2019,"Action,Crime,Drama",5.7,12148
The Den,2013,"Horror,Mystery,Thriller",6.0,13282
Burnt,2015,"Comedy,Drama",6.6,107496
Ask Me Anything,2014,Drama,6.0,11701
The Rewrite,2014,"Comedy,Romance",6.2,18854
Hotel Transylvania 2,2015,"Animation,Comedy,Family",6.7,108619
Billy Lynn's Long Halftime Walk,2016,"Action,Drama,Sport",6.2,21243
Escobar: Paradise Lost,2014,"Crime,Drama,History",6.5,21189
The Gunman,2015,"Action,Crime,Thriller",5.8,39097
One Direction: This Is Us,2013,"Documentary,Music",4.3,23629
The Canal,2014,"Horror,Mystery,Thriller",5.9,13381
Wetlands,2013,"Comedy,Drama",5.8,11090
Star Wars: Episode VIII - The Last Jedi,2017,"Action,Adventure,Fantasy",7.0,568905
Star Wars: Episode IX - The Rise of Skywalker,2019,"Action,Adventure,Fantasy",6.6,379462
God's Not Dead,2014,Drama,4.7,40654
The Beatles: Eight Days a Week - The Touring Years,2016,"Documentary,Music",7.8,11492
Blockers,2018,Comedy,6.2,72062
Wyrmwood: Road of the Dead,2014,"Action,Comedy,Horror",6.2,15716
I Spit on Your Grave 2,2013,"Action,Crime,Horror",5.7,27370
Arrival,2016,"Drama,Sci-Fi",7.9,599177
Wonder,2017,"Drama,Family",8.0,144014
Blackfish,2013,"Documentary,News",8.1,62191
Meru,2015,"Documentary,Sport",7.7,15191
The Light Between Oceans,2016,"Drama,Romance",7.2,52547
The Cloverfield Paradox,2018,"Action,Horror,Sci-Fi",5.5,96130
Crimson Peak,2015,"Drama,Fantasy,Horror",6.5,131016
The Second Best Exotic Marigold Hotel,2015,"Comedy,Drama,Romance",6.6,31594
Holiday: A Soldier is Never Off Duty,2014,"Action,Thriller",7.2,25600
Pacific Rim: Uprising,2018,"Action,Adventure,Sci-Fi",5.6,106917
A Million Ways to Die in the West,2014,"Comedy,Western",6.1,178076
The Town That Dreaded Sundown,2014,"Horror,Mystery,Thriller",5.6,13513
Get Hard,2015,"Comedy,Crime",6.0,123974
Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy,Drama",7.7,583553
Alice Through the Looking Glass,2016,"Adventure,Family,Fantasy",6.2,94782
Starred Up,2013,"Crime,Drama",7.4,43625
Going in Style,2017,"Comedy,Crime",6.6,77341
The Duke of Burgundy,2014,"Drama,Romance",6.5,12063
Boss,2013,"Action,Comedy,Crime",5.1,10357
Gunday,2014,"Action,Drama,Romance",2.4,57852
The Tale of The Princess Kaguya,2013,"Adventure,Animation,Drama",8.0,39341
The Survivalist,2015,"Drama,Sci-Fi,Thriller",6.4,15951
Life After Beth,2014,"Comedy,Fantasy,Horror",5.6,19965
Me and Earl and the Dying Girl,2015,"Comedy,Drama",7.7,123919
Shut In,2016,"Drama,Horror,Mystery",4.8,12789
Fathers & Daughters,2015,Drama,7.1,24432
Sand Castle,2017,"Action,Drama,War",6.3,19879
Hell or High Water,2016,"Action,Crime,Drama",7.6,205579
Whiplash,2014,"Drama,Music",8.5,724506
The Fault in Our Stars,2014,"Drama,Romance",7.7,346106
Jojo Rabbit,2019,"Comedy,Drama,War",7.9,305367
Resident Evil: The Final Chapter,2016,"Action,Horror,Sci-Fi",5.5,84701
CM101MMXI Fundamentals,2013,"Comedy,Documentary",9.2,44034
The Butterfly's Dream,2013,"Biography,Drama,History",7.7,20316
TPB AFK: The Pirate Bay Away from Keyboard,2013,Documentary,7.5,13421
Celal and Ceren,2013,"Comedy,Romance",2.9,41519
'71,2014,"Action,Crime,Drama",7.2,51538
Freier Fall,2013,"Drama,Romance",7.6,18461
Leatherface,2017,"Crime,Horror,Thriller",5.0,19887
Jolly LLB,2013,"Comedy,Drama",7.5,17867
New World,2013,"Action,Crime,Drama",7.6,20662
Into the Forest,2015,"Drama,Thriller",5.8,19330
Step Up All In,2014,"Drama,Music,Romance",6.0,32614
Baahubali: The Beginning,2015,"Action,Adventure,Drama",8.0,103602
Ted 2,2015,Comedy,6.3,186575
Hot Tub Time Machine 2,2015,"Comedy,Mystery,Sci-Fi",5.1,37081
Ben-Hur,2016,"Action,Adventure,Drama",5.7,41835
A Little Chaos,2014,"Drama,Romance",6.5,21074
Greta,2018,"Drama,Mystery,Thriller",6.0,26333
Love Is Strange,2014,"Drama,Romance",6.7,12181
Midnight Special,2016,"Drama,Mystery,Sci-Fi",6.6,76259
The Dark Valley,2014,"Action,Drama,Western",7.1,12053
The Good Lie,2014,"Biography,Drama",7.4,27167
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,"Action,Adventure,Drama",6.1,18008
Miracle in Cell No. 7,2013,"Comedy,Drama",8.2,17009
Star Trek Beyond,2016,"Action,Adventure,Sci-Fi",7.1,229478
Kill Command,2016,"Action,Horror,Sci-Fi",5.7,13273
Harlock: Space Pirate,2013,"Adventure,Animation,Sci-Fi",6.4,11609
Time Lapse,2014,"Horror,Sci-Fi,Thriller",6.5,42003
Fences,2016,Drama,7.2,98989
Me Before You,2016,"Drama,Romance",7.4,211259
Churchill,2017,"Biography,Drama,History",6.1,12157
In Order of Disappearance,2014,"Action,Crime,Drama",7.2,24888
Jilla,2014,"Action,Drama",6.0,10079
Hitman: Agent 47,2015,"Action,Crime,Thriller",5.7,85847
I.T.,2016,"Crime,Drama,Mystery",5.5,14944
The D Train,2015,"Comedy,Drama",5.0,10575
Night at the Museum: Secret of the Tomb,2014,"Adventure,Comedy,Family",6.2,108029
Locke,2013,Drama,7.1,137071
The Boss,2016,Comedy,5.4,42920
Game Night,2018,"Action,Comedy,Crime",6.9,209096
Yves Saint Laurent,2014,"Biography,Drama",6.3,11309
The Grinch,2018,"Animation,Comedy,Family",6.3,56542
The Secret Life of Pets,2016,"Adventure,Animation,Comedy",6.5,183960
Fury,2014,"Action,Drama,War",7.6,429985
Finding Vivian Maier,2013,"Biography,Documentary,Mystery",7.7,13255
Blackhat,2015,"Action,Crime,Thriller",5.4,52273
The Riot Club,2014,"Drama,Thriller",6.0,21768
Ida,2013,Drama,7.4,53607
Everest,2015,"Action,Adventure,Biography",7.1,198387
The Salvation,2014,"Action,Drama,Thriller",6.7,36390
Sharknado,2013,"Action,Adventure,Comedy",3.3,46764
What We Did on Our Holiday,2014,"Comedy,Drama",6.9,20241
The Longest Ride,2015,"Drama,Romance",7.1,77145
"Two Days, One Night",2014,Drama,7.3,45470
Bird Box,2018,"Horror,Sci-Fi",6.6,282512
Young & Beautiful,2013,"Drama,Romance",6.7,32617
Rosewater,2014,"Biography,Drama",6.6,10295
Devil's Due,2014,"Horror,Mystery",4.1,16052
Sinister 2,2015,"Horror,Mystery,Thriller",5.3,48930
The One I Love,2014,"Comedy,Drama,Romance",7.1,36065
Winter Sleep,2014,Drama,8.1,47053
Bacurau,2019,"Adventure,Horror,Mystery",7.4,21379
T2 Trainspotting,2017,Drama,7.2,114716
Phoenix,2014,"Drama,History,Music",7.3,16900
Remember Sunday,2013,"Drama,Romance",6.9,11278
Beauty and the Beast,2017,"Family,Fantasy,Musical",7.1,276540
Veronica Mars,2014,"Crime,Drama,Mystery",6.8,50499
Thank You for Your Service,2017,"Biography,Drama,War",6.6,12514
Zombeavers,2014,"Action,Comedy,Fantasy",4.8,16921
Top Five,2014,"Comedy,Romance",6.4,25807
Backtrack,2015,"Drama,Fantasy,Mystery",6.0,11664
The Little Death,2014,"Comedy,Drama,Romance",7.1,25239
The Interview,2014,"Action,Adventure,Comedy",6.5,307546
Welcome to Me,2014,"Comedy,Drama",5.9,18255
Pete's Dragon,2016,"Action,Adventure,Comedy",6.7,54399
Starry Eyes,2014,"Drama,Fantasy,Horror",6.0,18597
Annihilation,2018,"Adventure,Drama,Horror",6.8,283130
The Pyramid,2014,"Horror,Mystery,Thriller",4.6,23244
Serial (Bad) Weddings,2014,Comedy,7.0,39223
Home Sweet Hell,2015,"Comedy,Crime,Thriller",5.5,14411
Kingsman: The Secret Service,2014,"Action,Adventure,Comedy",7.7,593417
Leviathan,2014,"Crime,Drama",7.6,49715
Fukrey,2013,"Comedy,Drama,Romance",6.9,10529
Furious 7,2015,"Action,Adventure,Thriller",7.1,360981
Mike and Dave Need Wedding Dates,2016,"Comedy,Romance",6.0,82995
A Haunted House 2,2014,"Comedy,Fantasy",4.7,19876
Dead Snow 2: Red vs. Dead,2014,"Action,Comedy,Fantasy",6.9,22960
The Old Man & the Gun,2018,"Biography,Comedy,Crime",6.7,40897
White God,2014,"Drama,Thriller",6.9,15297
Pitch Perfect 2,2015,"Comedy,Music",6.4,143040
The Croods: A New Age,2020,"Adventure,Animation,Comedy",7.0,19222
A Touch of Sin,2013,"Action,Drama",7.1,10505
Omar,2013,"Crime,Drama,Romance",7.5,13296
Stranger by the Lake,2013,"Drama,Romance,Thriller",6.9,13322
Tag,2018,"Action,Comedy",6.5,116732
Madras Cafe,2013,"Action,Drama,Thriller",7.7,22946
Coherence,2013,"Drama,Horror,Mystery",7.2,110426
Ride Along 2,2016,"Action,Comedy,Crime",5.9,53665
"As Above, So Below",2014,"Horror,Mystery,Thriller",6.2,78775
Amy,2015,"Biography,Documentary,Music",7.8,48877
Wish I Was Here,2014,"Comedy,Drama",6.7,36786
Magic in the Moonlight,2014,"Comedy,Drama,Romance",6.5,64394
Mistress America,2015,"Comedy,Drama",6.7,25615
The Shack,2017,"Drama,Fantasy",6.3,30835
Nightcrawler,2014,"Crime,Drama,Thriller",7.8,470823
Lucy,2014,"Action,Sci-Fi,Thriller",6.4,449400
Shaun the Sheep Movie,2015,"Adventure,Animation,Comedy",7.3,37459
Red Sparrow,2018,"Action,Drama,Thriller",6.6,167927
Ugly,2013,"Crime,Drama,Mystery",8.0,20265
Black or White,2014,Drama,6.6,11832
Chef,2014,"Adventure,Comedy,Drama",7.3,197961
Macbeth,2015,"Drama,History,War",6.6,53136
I Origins,2014,"Drama,Mystery,Romance",7.4,116407
Willow Creek,2013,"Horror,Mystery,Thriller",5.1,10592
Ip Man 3,2015,"Action,Biography,Drama",7.1,49820
99 Homes,2014,Drama,7.1,30948
Bang Bang,2014,"Action,Adventure,Comedy",5.5,22051
The Divergent Series: Insurgent,2015,"Action,Adventure,Sci-Fi",6.2,219054
Obvious Child,2014,"Comedy,Drama,Romance",6.8,23910
The Signal,2014,"Drama,Mystery,Sci-Fi",6.1,62929
The Dressmaker,2015,"Comedy,Drama",7.1,54579
John Wick,2014,"Action,Crime,Thriller",7.4,543164
Kidnapping Mr. Heineken,2015,"Action,Crime,Drama",6.1,19689
The Lazarus Effect,2015,"Horror,Mystery,Sci-Fi",5.2,41204
"20,000 Days on Earth",2014,"Documentary,Drama,Music",7.5,10972
God's Pocket,2014,"Crime,Drama",6.1,10835
American Heist,2014,"Action,Crime,Drama",5.0,16359
Us,2014,"Comedy,Drama,Fantasy",8.0,10011
47 Meters Down,2017,"Adventure,Drama,Horror",5.7,49377
Far from the Madding Crowd,2015,"Drama,Romance",7.1,45616
Ad Astra,2019,"Adventure,Drama,Mystery",6.5,201371
Little Evil,2017,"Comedy,Horror",5.7,19092
Everybody Wants Some!!,2016,Comedy,6.9,52118
A Most Violent Year,2014,"Action,Crime,Drama",7.0,67180
The Transporter Refueled,2015,"Action,Adventure,Thriller",5.2,39381
Backcountry,2014,"Adventure,Drama,Horror",6.0,19130
Zootopia,2016,"Adventure,Animation,Comedy",8.0,437284
Soul,2020,"Adventure,Animation,Comedy",8.1,193360
Return to Sender,2015,"Drama,Thriller",5.1,12112
Kung Fu Jungle,2014,"Action,Crime,Thriller",6.5,10123
Visions,2015,"Drama,Horror,Mystery",5.4,10050
Spanish Affair,2014,"Comedy,Romance",6.5,16344
Extraterrestrial,2014,"Action,Horror,Mystery",5.0,14755
The Road Within,2014,"Adventure,Comedy,Drama",7.1,14227
Comet,2014,"Comedy,Drama,Romance",6.8,17638
Last Shift,2014,"Horror,Mystery",5.8,17156
The Trip to Italy,2014,"Comedy,Drama",6.6,14994
Hot Pursuit,2015,"Action,Comedy,Crime",5.2,48681
Alvin and the Chipmunks: The Road Chip,2015,"Adventure,Animation,Comedy",5.0,17077
The Purge: Anarchy,2014,"Action,Adventure,Horror",6.4,139161
Batman v Superman: Dawn of Justice,2016,"Action,Adventure,Sci-Fi",6.4,629238
A Hologram for the King,2016,"Comedy,Drama,Romance",6.1,40822
Just Before I Go,2014,"Comedy,Drama",6.4,17774
The Theory of Everything,2014,"Biography,Drama,Romance",7.7,407359
The Guest,2014,"Action,Mystery,Thriller",6.7,92270
The Hundred-Foot Journey,2014,"Comedy,Drama",7.3,77306
Planes: Fire & Rescue,2014,"Adventure,Animation,Comedy",6.0,16774
Highway,2014,"Crime,Drama,Romance",7.6,26606
Suck Me Shakespeer,2013,Comedy,6.9,26867
The Christmas Chronicles,2018,"Adventure,Comedy,Family",7.0,62391
Tangerines,2013,"Drama,War",8.2,41119
Camp X-Ray,2014,"Drama,War",6.9,39449
The Water Diviner,2014,"Drama,History,War",7.0,71784
Wild Tales,2014,"Comedy,Drama,Thriller",8.1,178705
Hangman,2017,"Crime,Drama,Mystery",5.3,14877
The Lego Ninjago Movie,2017,"Action,Adventure,Animation",6.0,22711
Moms' Night Out,2014,Comedy,5.4,13294
Criminal,2016,"Action,Sci-Fi,Thriller",6.3,60137
Rurouni Kenshin Part II: Kyoto Inferno,2014,"Action,Adventure,Drama",7.6,12045
The Jungle Book,2016,"Adventure,Drama,Family",7.4,260163
Who Am I,2014,"Crime,Drama,Mystery",7.6,49174
Mortdecai,2015,"Action,Adventure,Comedy",5.5,68024
Sharknado 2: The Second One,2014,"Action,Adventure,Comedy",4.0,18105
Inferno,2016,"Action,Adventure,Crime",6.2,160969
Bad Grandpa,2013,Comedy,6.5,89289
Man Up,2015,"Comedy,Drama,Romance",6.8,49123
The Conjuring 2,2016,"Horror,Mystery,Thriller",7.3,227303
Love & Friendship,2016,"Comedy,Drama,Romance",6.4,23274
Hardcore Henry,2015,"Action,Adventure,Sci-Fi",6.7,87123
Creed,2015,"Drama,Sport",7.6,248996
Suffragette,2015,"Drama,History",6.9,38674
Spy,2015,"Action,Comedy",7.0,230827
Kickboxer: Vengeance,2016,"Action,Crime,Drama",4.9,10580
The Program,2015,"Biography,Drama,Sport",6.5,16447
Goodnight Mommy,2014,"Horror,Mystery,Thriller",6.7,44869
Artemis Fowl,2020,"Adventure,Family,Fantasy",4.2,23324
Monster Trucks,2016,"Action,Adventure,Comedy",5.7,15472
The Inbetweeners 2,2014,Comedy,6.4,41448
Tusk,2014,"Comedy,Drama,Horror",5.3,47023
Manhattan Night,2016,"Crime,Drama,Mystery",6.2,11875
Crazy Rich Asians,2018,"Comedy,Drama,Romance",6.9,143993
Now You See Me 2,2016,"Action,Adventure,Comedy",6.5,251300
Lost Girls,2020,"Drama,Mystery,Thriller",6.1,17141
Circle,2015,"Drama,Horror,Mystery",6.0,45578
Sierra Burgess Is a Loser,2018,"Comedy,Drama,Romance",5.8,35353
Beyond the Lights,2014,"Drama,Music,Romance",6.9,15515
The Bookshop,2017,Drama,6.5,13115
David Brent: Life on the Road,2016,"Comedy,Music",6.3,18585
The Hungover Games,2014,Comedy,3.6,12927
The Miracle,2015,"Comedy,Drama,Romance",7.6,10741
Department Q: The Absent One,2014,"Crime,Drama,Mystery",7.1,20504
Spectacle,2015,"Comedy,Drama,Romance",7.3,23744
A Brilliant Young Mind,2014,"Drama,Romance",7.1,27570
Scoob!,2020,"Adventure,Animation,Comedy",5.7,19606
Trainwreck,2015,"Comedy,Drama,Romance",6.2,129803
Rock the Kasbah,2015,"Comedy,Music,War",5.5,10977
Justin Bieber's Believe,2013,"Documentary,Music",1.7,17587
Sleeping with Other People,2015,"Comedy,Drama,Romance",6.5,40888
Mr. Holmes,2015,"Drama,Mystery",6.9,61829
Pride,2014,"Biography,Comedy,Drama",7.8,52251
Room,2015,"Drama,Thriller",8.1,375137
Theeb,2014,"Adventure,Drama,Thriller",7.2,10202
iBoy,2017,"Action,Crime,Sci-Fi",6.0,20755
The Diary of a Teenage Girl,2015,"Comedy,Drama,Romance",6.9,29903
Hasee Toh Phasee,2014,"Comedy,Romance",6.8,13574
Before I Wake,2016,"Drama,Fantasy,Horror",6.2,40424
The Villain,2014,"Action,Crime,Drama",6.5,16658
Honeymoon,2014,"Drama,Fantasy,Horror",5.7,24350
"Men, Women & Children",2014,"Comedy,Drama",6.7,30727
Momentum,2015,"Action,Crime,Thriller",5.5,14664
The Boy Next Door,2015,Thriller,4.7,38246
Fantastic Beasts and Where to Find Them,2016,"Adventure,Family,Fantasy",7.3,413323
Insidious: Chapter 3,2015,"Horror,Mystery,Thriller",6.1,94392
Extinction,2018,"Action,Drama,Sci-Fi",5.8,47280
Palm Trees in the Snow,2015,"Drama,Romance",7.4,10769
Free to Play,2014,"Action,Documentary",7.9,12923
Bad Samaritan,2018,"Crime,Horror,Thriller",6.5,19602
Trumbo,2015,"Biography,Crime,Drama",7.5,76978
The Cobbler,2014,"Comedy,Drama,Fantasy",5.8,52584
Slow West,2015,"Action,Adventure,Drama",6.9,42950
Black '47,2018,"Action,Drama,History",6.8,10459
Son of God,2014,"Biography,Drama,History",5.7,18319
I Am Wrath,2016,"Action,Thriller",5.4,13702
Incarnate,2016,"Horror,Thriller",5.3,11917
A Beautiful Day in the Neighborhood,2019,"Biography,Drama",7.3,62914
Risen,2016,"Action,Drama,History",6.3,25376
Spare Parts,2015,"Biography,Drama,History",7.3,10667
It Follows,2014,"Horror,Mystery,Thriller",6.8,211884
Survivor,2015,"Action,Crime,Thriller",5.6,31594
Soaked in Bleach,2015,"Crime,Documentary",7.4,11122
Marshland,2014,"Action,Crime,Drama",7.3,30952
IO,2019,"Adventure,Drama,Sci-Fi",4.7,31352
Loving Vincent,2017,"Animation,Biography,Crime",7.8,51331
"Kumiko, The Treasure Hunter",2014,Drama,6.6,11495
Sully,2016,"Biography,Drama",7.4,240382
The Internet's Own Boy: The Story of Aaron Swartz,2014,"Biography,Crime,Documentary",8.0,15747
Heist,2015,"Action,Crime,Drama",6.1,28207
Tale of Tales,2015,"Drama,Fantasy,Horror",6.4,26588
Cult of Chucky,2017,"Fantasy,Horror,Thriller",5.2,20898
Little Women,2019,"Drama,Romance",7.8,147186
The Blackcoat's Daughter,2015,"Horror,Mystery,Thriller",5.9,19276
Jenny's Wedding,2015,"Comedy,Drama,Romance",5.5,10542
Welcome to Marwen,2018,"Biography,Comedy,Drama",6.2,20404
Equals,2015,"Drama,Romance,Sci-Fi",6.1,28006
The Autopsy of Jane Doe,2016,"Horror,Mystery,Thriller",6.8,100288
Rams,2015,"Comedy,Drama",7.3,13017
The Man with the Iron Heart,2017,"Action,Biography,Thriller",6.4,14324
Good Kill,2014,"Drama,Thriller,War",6.4,22628
London Has Fallen,2016,"Action,Thriller",5.9,146386
The 12th Man,2017,"Drama,History,Thriller",7.4,20990
Cowspiracy: The Sustainability Secret,2014,Documentary,8.3,21518
Youth,2015,"Comedy,Drama,Music",7.3,72379
Logan,2017,"Action,Drama,Sci-Fi",8.1,653388
American Ultra,2015,"Action,Comedy",6.1,85066
Still Alice,2014,Drama,7.5,127096
"Game Over, Man!",2018,"Action,Comedy",5.4,26556
Boys,2014,"Drama,Romance",7.4,12630
Regression,2015,"Crime,Drama,Mystery",5.7,37259
MI-5,2015,"Action,Drama,Thriller",6.2,21391
Concussion,2015,"Biography,Drama,Sport",7.2,87666
Queen,2013,"Adventure,Comedy,Drama",8.2,60917
XX,2017,Horror,4.6,11155
Annabelle,2014,"Horror,Mystery,Thriller",5.4,142011
Infini,2015,"Horror,Sci-Fi,Thriller",5.4,14039
Pan,2015,"Adventure,Comedy,Family",5.7,60763
Berlin Syndrome,2017,"Drama,Horror,Mystery",6.3,22618
Dügün Dernek,2013,Comedy,7.1,20888
Jigsaw,2017,"Crime,Horror,Mystery",5.8,69188
Friend Request,2016,"Horror,Mystery,Thriller",5.3,24428
Tolkien,2019,"Biography,Drama,Romance",6.8,33628
Max,2015,"Adventure,Drama,Family",6.7,25799
Transformers: The Last Knight,2017,"Action,Adventure,Sci-Fi",5.2,136485
The Brothers Grimsby,2016,"Action,Adventure,Comedy",6.2,93810
X-Men: Apocalypse,2016,"Action,Adventure,Sci-Fi",6.9,396054
Stan & Ollie,2018,"Biography,Comedy,Drama",7.2,33221
A United Kingdom,2016,"Biography,Drama,History",6.9,14616
Scary Stories to Tell in the Dark,2019,"Adventure,Horror,Mystery",6.2,61913
The Forest,2016,"Horror,Mystery,Thriller",4.8,40225
The Taking of Deborah Logan,2014,"Horror,Mystery,Thriller",6.0,26577
Haider,2014,"Action,Crime,Drama",8.1,50602
Jack Reacher: Never Go Back,2016,"Action,Thriller",6.1,140004
Spring,2014,"Horror,Romance,Sci-Fi",6.7,24904
Sicario,2015,"Action,Crime,Drama",7.6,374185
When Marnie Was There,2014,"Animation,Drama,Family",7.7,33360
Samba,2014,"Comedy,Drama,Romance",6.7,15154
Fist Fight,2017,Comedy,5.6,39813
Murder on the Orient Express,2017,"Crime,Drama,Mystery",6.5,215257
Raees,2017,"Action,Crime,Drama",6.8,40495
Timbuktu,2014,"Drama,War",7.1,16455
Allegiant,2016,"Action,Adventure,Mystery",5.7,110084
Ferdinand,2017,"Adventure,Animation,Comedy",6.7,49328
A Monster Calls,2016,"Adventure,Drama,Family",7.5,81749
Hot Summer Nights,2017,"Comedy,Crime,Drama",6.4,13871
What We Do in the Shadows,2014,"Comedy,Horror",7.7,158844
The End of the Tour,2015,"Biography,Drama",7.3,28914
Ice Age: Collision Course,2016,"Adventure,Animation,Comedy",5.7,57650
Drishyam,2013,"Crime,Drama,Thriller",8.4,33168
Descendants,2015,"Comedy,Family,Fantasy",6.4,16470
Cake,2014,Drama,6.4,35446
Abducted in Plain Sight,2017,"Crime,Documentary",6.8,16041
Detective Byomkesh Bakshy!,2015,"Action,Crime,Drama",7.6,20082
Manjhi: The Mountain Man,2015,"Adventure,Biography,Drama",8.0,17826
Paul Blart: Mall Cop 2,2015,"Action,Comedy,Crime",4.4,34557
The Sea of Trees,2015,"Drama,Fantasy,Mystery",6.1,13985
War for the Planet of the Apes,2017,"Action,Adventure,Drama",7.4,229314
Virunga,2014,"Documentary,War",8.2,10444
The Hateful Eight,2015,"Crime,Drama,Mystery",7.8,521839
The Blue Elephant,2014,"Drama,Horror,Mystery",8.1,26739
Unforgettable,2017,"Drama,Thriller",5.1,14042
The Lobster,2015,"Comedy,Drama,Romance",7.2,221946
Extinction,2015,"Drama,Horror,Sci-Fi",5.9,16057
Despicable Me 3,2017,"Adventure,Animation,Comedy",6.3,114851
Sing,2016,"Animation,Comedy,Family",7.1,135157
Maggie's Plan,2015,"Comedy,Drama,Romance",6.2,16041
Recep Ivedik 4,2014,Comedy,3.7,15439
My King,2015,"Drama,Romance",7.1,11130
Parallels,2015,"Action,Sci-Fi",6.1,13848
Vice,2015,"Action,Sci-Fi,Thriller",4.2,15554
The Walk,2015,"Action,Adventure,Biography",7.3,120580
Mardaani,2014,"Action,Crime,Drama",7.3,11704
Fan,2016,"Action,Drama,Thriller",7.0,42390
Dum Laga Ke Haisha,2015,"Comedy,Drama,Romance",7.5,18159
Captain America: Civil War,2016,"Action,Adventure,Sci-Fi",7.8,669682
Race,2016,"Biography,Drama,Sport",7.1,35030
Security,2017,"Action,Crime,Thriller",5.7,15939
Thor: Ragnarok,2017,"Action,Adventure,Comedy",7.9,595367
The Whole Truth,2016,"Crime,Drama,Mystery",6.2,24293
Housebound,2014,"Comedy,Horror,Mystery",6.8,32157
The Assassin,2015,"Action,Drama,History",6.3,15769
The Lego Movie 2: The Second Part,2019,"Action,Adventure,Animation",6.6,55769
Richard Jewell,2019,"Biography,Crime,Drama",7.5,65406
We Are Still Here,2015,"Horror,Mystery",5.7,17381
