Title,Year,Genres,Rating,NumVotes
No Reservations,2007,"Comedy,Drama,Romance",6.3,71190
The Number 23,2007,"Crime,Mystery,Thriller",6.4,193755
The Croods,2013,"Adventure,Animation,Comedy",7.2,194398
Harold & Kumar Escape from Guantanamo Bay,2008,"Adventure,Comedy",6.6,131084
Youth Without Youth,2007,"Drama,Fantasy,Mystery",6.2,12978
Priceless,2006,"Comedy,Romance",7.0,30902
Bella,2006,"Drama,Romance",7.2,10413
It's a Boy Girl Thing,2006,"Comedy,Fantasy,Romance",6.3,39411
Miss Potter,2006,"Biography,Drama,Romance",6.9,27925
The Prestige,2006,"Drama,Mystery,Sci-Fi",8.5,1198713
Pride and Glory,2008,"Crime,Drama,Thriller",6.6,59158
Shutter,2008,"Horror,Mystery,Thriller",5.3,32530
Space Chimps,2008,"Adventure,Animation,Comedy",4.5,10861
The Strangers,2008,"Horror,Thriller",6.2,118473
The Ultimate Gift,2006,"Drama,Family,Romance",7.3,17930
Doomsday,2008,"Action,Sci-Fi,Thriller",6.0,73621
Man of the Year,2006,"Comedy,Drama,Romance",6.2,32196
The Seeker: The Dark Is Rising,2007,"Adventure,Drama,Family",4.8,14833
Love in the Time of Cholera,2007,"Drama,Romance",6.4,22573
Wedding Daze,2006,"Comedy,Romance",5.6,15179
"Don't Worry, I'm Fine",2006,Drama,7.4,10078
Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,"Action,Adventure,Animation",7.4,10605
Killing the Shadows,2006,"Comedy,Drama,History",7.5,11452
The Secret of Kells,2009,"Adventure,Animation,Family",7.6,32128
The Air I Breathe,2007,"Crime,Drama,Thriller",6.8,33451
Mr. Nobody,2009,"Drama,Fantasy,Romance",7.8,217620
Rob-B-Hood,2006,"Action,Adventure,Comedy",6.6,13361
Red Tails,2012,"Action,Drama,History",5.9,33600
Wind Chill,2007,"Adventure,Drama,Horror",5.8,21969
Jesus Camp,2006,Documentary,7.4,26420
Beerfest,2006,Comedy,6.3,64251
Fantastic 4: Rise of the Silver Surfer,2007,"Action,Adventure,Fantasy",5.6,251554
Fred Claus,2007,"Comedy,Family,Fantasy",5.6,40841
Postal,2007,"Action,Comedy,Crime",4.5,22303
Stardust,2007,"Adventure,Family,Fantasy",7.6,256060
What Just Happened,2008,"Comedy,Drama",5.6,26594
Disturbia,2007,"Crime,Drama,Mystery",6.8,221946
Wild Hogs,2007,"Action,Adventure,Comedy",5.8,114473
Big Nothing,2006,"Comedy,Crime,Thriller",6.8,29558
Fracture,2007,"Crime,Drama,Thriller",7.2,188462
Omkara,2006,"Action,Crime,Drama",8.1,19286
12,2007,"Crime,Drama,Thriller",7.7,13979
The Oxford Murders,2008,"Crime,Mystery,Thriller",6.1,27850
Unaccompanied Minors,2006,"Adventure,Comedy,Family",5.3,10499
Welcome,2007,"Comedy,Romance",6.9,18702
Chapter 27,2007,"Biography,Crime,Drama",5.7,10475
Who Killed the Electric Car?,2006,Documentary,7.6,12154
Fanboys,2009,"Adventure,Comedy,Crime",6.6,56258
Jumper,2008,"Action,Adventure,Sci-Fi",6.1,287346
My Name Is Bruce,2007,"Comedy,Fantasy,Horror",6.2,23678
The Nanny Diaries,2007,"Comedy,Drama,Romance",6.2,56042
Saw III,2006,"Crime,Horror,Mystery",6.2,179040
Stop-Loss,2008,"Drama,War",6.4,19735
Strange Wilderness,2008,"Adventure,Comedy",5.3,20998
Venus,2006,"Comedy,Drama,Romance",7.1,12427
Shattered,2007,"Crime,Drama,Mystery",6.7,30529
All the Boys Love Mandy Lane,2006,"Horror,Mystery,Thriller",5.5,31502
Because I Said So,2007,"Comedy,Romance",5.7,37429
Big Stan,2007,"Action,Comedy",6.2,42125
Mutant Chronicles,2008,"Action,Adventure,Mystery",5.2,25636
Reign Over Me,2007,Drama,7.4,93227
Silence,2016,"Drama,History",7.2,101129
Something Borrowed,2011,"Comedy,Drama,Romance",5.9,57890
Suburbicon,2017,"Comedy,Crime,Drama",5.7,40696
Tulip Fever,2017,"Drama,History,Romance",6.2,18767
Away from Her,2006,Drama,7.5,21387
The Haunting in Connecticut,2009,"Drama,Horror,Mystery",5.9,59340
Furry Vengeance,2010,"Comedy,Family",3.8,15821
Shrooms,2007,"Comedy,Horror,Mystery",4.7,16050
The Foot Fist Way,2006,Comedy,6.3,11579
The Game Plan,2007,"Comedy,Family,Sport",6.1,59395
Valley of the Wolves: Iraq,2006,"Action,Drama,War",5.8,16872
Chips,2017,"Action,Comedy,Crime",6.0,42727
Jackass Number Two,2006,"Action,Comedy,Documentary",7.0,66782
This Film Is Not Yet Rated,2006,Documentary,7.5,27364
Wanted,2008,"Action,Crime,Thriller",6.7,361081
Ramona and Beezus,2010,"Comedy,Drama,Family",6.5,17420
Eagle vs Shark,2007,"Comedy,Romance",6.8,23170
Inkheart,2008,"Adventure,Family,Fantasy",6.1,73861
The Unknown Woman,2006,"Drama,Mystery,Thriller",7.4,14168
"Welcome Home, Roscoe Jenkins",2008,"Comedy,Romance",5.5,13558
Silk,2007,"Drama,Romance",5.9,10981
Hotchpotch: Fun Unlimited,2006,"Action,Comedy,Drama",7.4,15172
Tales from Earthsea,2006,"Adventure,Animation,Fantasy",6.4,35783
White Noise 2: The Light,2007,"Drama,Fantasy,Horror",5.7,12691
Ocean's Thirteen,2007,"Action,Crime,Thriller",6.9,322992
An Inconvenient Truth,2006,"Documentary,News",7.4,80483
"I'm a Cyborg, But That's OK",2006,"Comedy,Drama,Romance",7.1,22940
Vicky Cristina Barcelona,2008,"Comedy,Drama,Romance",7.1,243340
Sex and Death 101,2007,"Comedy,Drama,Fantasy",6.0,10773
Time,2006,"Drama,Mystery,Romance",7.2,11880
Climates,2006,"Drama,Romance",7.2,12317
Hostel: Part II,2007,"Horror,Thriller",5.5,85728
Letters from Iwo Jima,2006,"Action,Adventure,Drama",7.9,154468
Rings,2017,"Drama,Horror,Mystery",4.5,37961
We Own the Night,2007,"Action,Crime,Drama",6.8,85274
Takva: A Man's Fear of God,2006,Drama,7.5,12056
Guru,2007,"Biography,Drama",7.7,22082
The Chronicles of Narnia: Prince Caspian,2008,"Action,Adventure,Family",6.5,195421
Avatar,2009,"Action,Adventure,Fantasy",7.8,1123472
Reno 911! Miami,2007,"Comedy,Crime",5.9,26259
War,2007,"Action,Crime,Thriller",6.2,85810
10 Items or Less,2006,"Comedy,Drama",6.6,14338
The Man from Earth,2007,"Drama,Fantasy,Mystery",7.9,174938
Margot at the Wedding,2007,"Comedy,Drama",6.0,19544
Aliens vs. Predator: Requiem,2007,"Action,Adventure,Fantasy",4.7,116675
Death Note,2006,"Crime,Drama,Fantasy",7.7,28749
Friday the 13th,2009,"Horror,Mystery,Thriller",5.5,98515
Love & Other Drugs,2010,"Comedy,Drama,Romance",6.7,182152
Into the Wild,2007,"Adventure,Biography,Drama",8.1,576448
Music and Lyrics,2007,"Comedy,Music,Romance",6.5,97866
Outlaw,2007,"Action,Crime,Drama",5.7,12198
Body of Lies,2008,"Action,Drama,Thriller",7.1,214639
We Are Marshall,2006,"Drama,Sport",7.1,57662
He Was a Quiet Man,2007,"Drama,Romance,Thriller",6.8,21989
The Water Horse,2007,"Adventure,Family,Fantasy",6.4,37986
Thirst,2009,"Drama,Fantasy,Horror",7.1,42913
I Now Pronounce You Chuck & Larry,2007,"Comedy,Romance",5.9,141415
License to Wed,2007,"Comedy,Romance",5.3,38082
The Nativity Story,2006,"Adventure,Drama,Family",6.8,10130
Planet 51,2009,"Adventure,Animation,Comedy",6.0,51067
Syrup,2013,"Comedy,Drama,Romance",5.7,10883
A Thousand Words,2012,"Comedy,Drama",5.9,40635
Home of the Brave,2006,"Action,Drama,War",5.6,10472
Brothers,2009,"Action,Drama,Thriller",7.1,112583
My Blueberry Nights,2007,"Drama,Romance",6.6,52069
American Gangster,2007,"Biography,Crime,Drama",7.8,394644
The Baader Meinhof Complex,2008,"Action,Biography,Crime",7.4,36149
Eastern Promises,2007,"Action,Crime,Drama",7.6,228851
Escape from Planet Earth,2012,"Adventure,Animation,Comedy",5.9,24547
Evening,2007,"Drama,Romance",6.5,13020
Meet Dave,2008,"Adventure,Comedy,Family",5.0,38697
Happy Days,1978,"Comedy,Drama,Family",8.7,10154
The Last Mimzy,2007,"Action,Adventure,Drama",6.2,20820
What's Your Number?,2011,"Comedy,Romance",6.1,72874
Fool's Gold,2008,"Action,Adventure,Comedy",5.7,74224
I Think I Love My Wife,2007,"Comedy,Drama,Romance",5.5,16463
Samsara,2011,"Documentary,Music",8.5,33610
Man of Steel,2013,"Action,Adventure,Sci-Fi",7.0,694662
Primeval,2007,"Action,Adventure,Crime",4.8,12976
Cell,2016,"Action,Adventure,Horror",4.4,25689
The Illusionist,2010,"Animation,Drama,Fantasy",7.5,33784
The Savages,2007,"Comedy,Drama",7.1,35923
Stomp the Yard,2007,"Drama,Music,Romance",5.5,21768
Aliens in the Attic,2009,"Adventure,Comedy,Family",5.4,20833
Black Sheep,2006,"Comedy,Horror,Sci-Fi",5.8,39150
Drive,2011,"Crime,Drama",7.8,575066
Everybody's Fine,2009,"Adventure,Drama",7.1,58846
Flawless,2007,"Crime,Drama,Thriller",6.8,23073
The Princess and the Frog,2009,"Adventure,Animation,Comedy",7.1,125440
My Mom's New Boyfriend,2008,"Comedy,Crime,Romance",5.3,11095
In Bruges,2008,"Comedy,Crime,Drama",7.9,392032
Imagine That,2009,"Comedy,Drama,Family",5.6,13937
Mr. Brooks,2007,"Crime,Drama,Thriller",7.3,143987
The Signal,2007,"Horror,Sci-Fi,Thriller",6.0,20420
Smiley Face,2007,"Adventure,Comedy",5.8,16569
Teeth,2007,"Comedy,Fantasy,Horror",5.4,41667
The Wolfman,2010,"Drama,Fantasy,Horror",5.8,102870
Atonement,2007,"Drama,Mystery,Romance",7.8,253325
The Dead Girl,2006,"Crime,Drama,Mystery",6.6,14480
Gangster's Paradise: Jerusalema,2008,"Action,Crime,Drama",7.3,10349
The Brothers Solomon,2007,Comedy,5.3,10534
Hotel for Dogs,2009,"Comedy,Family,Sci-Fi",5.4,21844
Over Her Dead Body,2008,"Comedy,Fantasy,Romance",5.2,23844
Ong Bak 2,2008,Action,6.2,29429
Who's Your Caddy?,2007,"Comedy,Sport",2.2,14522
The Boxtrolls,2014,"Adventure,Animation,Comedy",6.8,54555
Hot Rod,2007,"Comedy,Sport",6.7,77592
Towelhead,2007,Drama,6.9,11370
The Man Who Knew Infinity,2015,"Biography,Drama",7.2,51834
Deck the Halls,2006,"Comedy,Family",5.0,23624
Meet Bill,2007,"Comedy,Drama",6.2,19495
The Incredible Burt Wonderstone,2013,Comedy,5.9,70961
Dallas Buyers Club,2013,"Biography,Drama",8.0,444932
Mirrors,2008,"Horror,Mystery",6.2,102506
The Messenger,2009,"Drama,Romance,War",7.1,33977
Jack Reacher,2012,"Action,Thriller",7.0,310929
R.I.P.D.,2013,"Action,Adventure,Comedy",5.6,118530
The Comebacks,2007,"Comedy,Sport",4.3,11061
Georgia Rule,2007,"Comedy,Drama",5.8,23949
Hunting and Gathering,2007,"Drama,Romance",6.8,11600
Case 39,2009,"Horror,Mystery,Thriller",6.2,79592
Death at a Funeral,2007,Comedy,7.4,110158
Mamma Mia!,2008,"Comedy,Musical,Romance",6.4,217571
Namastey London,2007,"Comedy,Drama,Romance",7.1,20643
Winter in Wartime,2008,"Drama,History,War",7.0,12223
Scary Movie V,2013,"Comedy,Horror",3.5,66255
Cassandra's Dream,2007,"Crime,Drama,Romance",6.7,50106
The Babysitters,2007,Drama,5.6,10886
Star Trek,2009,"Action,Adventure,Sci-Fi",7.9,578684
You Kill Me,2007,"Comedy,Crime,Romance",6.5,17907
13,2010,"Crime,Drama,Thriller",6.1,40455
Be Kind Rewind,2008,Comedy,6.4,88728
Epic Movie,2007,"Adventure,Comedy,Fantasy",2.4,101975
The Bridge,2006,"Documentary,Drama",7.2,11066
Delta Farce,2007,"Action,Adventure,Comedy",3.6,10682
Feast of Love,2007,"Drama,Romance",6.6,16006
Forgetting Sarah Marshall,2008,"Comedy,Drama,Romance",7.1,265405
The Hills Have Eyes 2,2007,"Action,Adventure,Horror",5.1,60955
The Incredible Hulk,2008,"Action,Adventure,Sci-Fi",6.7,436856
Deception,2008,"Crime,Drama,Mystery",6.1,37807
Transsiberian,2008,"Crime,Drama,Mystery",6.7,50947
Appaloosa,2008,"Action,Crime,Drama",6.7,58518
Clash of the Titans,2010,"Action,Adventure,Fantasy",5.8,271227
The Dirt,2018,"Biography,Comedy,Drama",7.0,40557
Thor,2011,"Action,Adventure,Fantasy",7.0,752319
Life in a Metro,2007,"Comedy,Drama,Romance",7.4,11127
An American Crime,2007,"Biography,Crime,Drama",7.3,32592
The Promotion,2008,Comedy,5.6,18154
Red Dog,2011,"Biography,Comedy,Drama",7.4,16885
Warcraft,2016,"Action,Adventure,Fantasy",6.8,242605
Bratz,2007,"Comedy,Family,Music",3.1,17841
Death Sentence,2007,"Action,Crime,Drama",6.8,69156
Devil's Knot,2013,"Biography,Crime,Drama",6.1,20455
The Hottie & the Nottie,2008,"Comedy,Romance",1.9,36145
It's Kind of a Funny Story,2010,"Comedy,Drama,Romance",7.1,136338
P2,2007,"Crime,Horror,Thriller",5.9,32026
Rendition,2007,"Drama,Thriller",6.8,54269
Taxi 4,2007,"Action,Comedy,Crime",5.6,26768
Bhagam Bhag,2006,"Comedy,Mystery,Thriller",6.4,11153
Facing the Giants,2006,"Drama,Fantasy,Sport",6.6,16106
Lars and the Real Girl,2007,"Comedy,Drama,Romance",7.3,138830
The Midnight Meat Train,2008,"Horror,Mystery,Thriller",6.0,60400
The Witches,2020,"Adventure,Comedy,Family",5.3,24621
Blood: The Last Vampire,2009,"Action,Adventure,Fantasy",5.3,14451
Heyy Babyy,2007,"Comedy,Drama",6.0,13385
Extreme Movie,2008,Comedy,3.7,10678
Carriers,2009,"Adventure,Drama,Sci-Fi",6.0,43833
Partner,2007,"Comedy,Drama,Romance",5.7,11234
Angels & Demons,2009,"Action,Mystery,Thriller",6.7,275158
The Bothersome Man,2006,"Comedy,Drama,Fantasy",7.3,16507
Turks in Space,2006,"Action,Comedy,Sci-Fi",1.7,15747
Easy Virtue,2008,"Comedy,Romance",6.7,20222
Cold Prey,2006,"Horror,Thriller",6.3,17306
Funny Games,2007,"Crime,Drama,Horror",6.6,91128
Joshua,2007,"Drama,Horror,Thriller",5.9,11933
The Heir Apparent: Largo Winch,2008,"Action,Adventure,Thriller",6.5,13542
"Lust, Caution",2007,"Drama,History,Romance",7.5,37604
"New York, I Love You",2008,"Comedy,Drama,Romance",6.2,44888
Persepolis,2007,"Animation,Biography,Drama",8.0,89038
The Girl Who Leapt Through Time,2006,"Adventure,Animation,Comedy",7.7,60762
Tooth Fairy,2010,"Comedy,Family,Fantasy",5.0,42591
The Accidental Husband,2008,"Comedy,Romance",5.6,23330
Bright Star,2009,"Biography,Drama,Romance",6.9,25318
The Danish Girl,2015,"Biography,Drama,Romance",7.1,165262
The Deaths of Ian Stone,2007,"Horror,Thriller",5.6,12591
Death Note: The Last Name,2006,"Adventure,Crime,Drama",7.2,15700
High School Musical 2,2007,"Comedy,Drama,Family",5.1,55814
Jack and Jill,2011,Comedy,3.3,78592
Take Me Home Tonight,2011,"Comedy,Drama,Romance",6.3,51329
The Nines,2007,"Drama,Fantasy,Mystery",6.3,32771
Speed Racer,2008,"Action,Adventure,Comedy",6.0,69176
The Ten,2007,"Comedy,Romance",5.0,16285
The Love Guru,2008,"Comedy,Romance,Sport",3.8,50601
The Counterfeiters,2007,"Crime,Drama,History",7.6,43359
24: Redemption,2008,"Action,Adventure,Crime",7.5,27289
Bangkok Dangerous,2008,"Action,Crime,Thriller",5.4,55039
Percy Jackson & the Olympians: The Lightning Thief,2010,"Adventure,Family,Fantasy",5.9,177878
Seven Pounds,2008,Drama,7.6,287806
The Stepfather,2009,"Crime,Thriller",5.6,31811
Frontier(s),2007,Horror,6.2,25297
The Life Before Her Eyes,2007,"Drama,Fantasy,Mystery",6.3,13654
She's Out of My League,2010,"Comedy,Romance",6.4,127615
Religulous,2008,"Comedy,Documentary,War",7.6,57459
Sydney White,2007,"Comedy,Drama,Romance",6.2,46189
The Uninvited,2009,"Drama,Fantasy,Horror",6.3,76607
Pokiri,2006,"Action,Crime,Thriller",7.9,12757
Black Water,2007,"Action,Adventure,Drama",5.9,13734
The Book Thief,2013,"Drama,War",7.6,127900
Conan the Barbarian,2011,"Action,Adventure,Fantasy",5.2,95551
Lake Mungo,2008,"Drama,Horror,Mystery",6.3,18324
Interstellar,2014,"Adventure,Drama,Sci-Fi",8.6,1526976
World War Z,2013,"Action,Adventure,Horror",7.0,604526
Flipped,2010,"Comedy,Drama,Romance",7.7,81853
Valentine's Day,2010,"Comedy,Romance",5.7,114752
Drillbit Taylor,2008,"Action,Comedy,Crime",5.7,58269
The Edge of Love,2008,"Biography,Drama,Romance",6.3,16674
Ghosts of Girlfriends Past,2009,"Comedy,Fantasy,Romance",5.8,85138
The Soloist,2009,"Biography,Drama,Music",6.7,51633
Marley & Me,2008,"Comedy,Drama,Family",7.1,147598
Priest,2011,"Action,Horror,Thriller",5.7,115522
Shooter,2007,"Action,Drama,Thriller",7.2,311785
Changeling,2008,"Biography,Crime,Drama",7.7,240305
The Last Station,2009,"Biography,Drama,Romance",7.0,17938
The Bucket List,2007,"Adventure,Comedy,Drama",7.4,231474
Caramel,2007,"Comedy,Drama,Romance",7.1,12968
The Magician,2006,"Comedy,Drama",7.4,30688
Dracula Untold,2014,"Action,Drama,Fantasy",6.3,180830
Ten Inch Hero,2007,"Comedy,Drama,Romance",7.4,11924
A Mighty Heart,2007,"Biography,Drama,History",6.6,26840
Superbad,2007,Comedy,7.6,523566
Quantum of Solace,2008,"Action,Adventure,Thriller",6.6,406950
The Girl Next Door,2007,"Crime,Drama,Horror",6.6,23754
Godzilla,2014,"Action,Adventure,Sci-Fi",6.4,379753
Reservation Road,2007,"Crime,Drama,Thriller",6.7,22682
The Spirit,2008,"Action,Crime,Fantasy",4.8,59488
Tekkonkinkreet,2006,"Action,Adventure,Animation",7.6,12680
"Definitely, Maybe",2008,"Comedy,Drama,Romance",7.1,156173
Underworld: Rise of the Lycans,2009,"Action,Fantasy,Thriller",6.6,151723
Arn: The Knight Templar,2007,"Action,Drama,Romance",6.6,21218
Hotel Transylvania,2012,"Animation,Comedy,Family",7.1,225945
Pet Sematary,2019,"Horror,Mystery,Thriller",5.7,82428
The Darjeeling Limited,2007,"Adventure,Comedy,Drama",7.2,181633
The Pink Panther 2,2009,"Action,Adventure,Comedy",5.6,42623
After.Life,2009,"Drama,Mystery,Thriller",5.9,36817
Step Brothers,2008,Comedy,6.9,269442
Semi-Pro,2008,"Comedy,Sport",5.8,78770
Forever Strong,2008,"Drama,Sport",7.2,10210
The Town,2010,"Crime,Drama,Thriller",7.5,355199
Two Days in Paris,2007,"Comedy,Drama,Romance",6.8,30237
Walk Hard: The Dewey Cox Story,2007,"Comedy,Music",6.8,67618
The Kids Are All Right,2010,"Comedy,Drama,Romance",7.0,126045
Paranoid Park,2007,"Crime,Drama,Mystery",6.7,29259
The Brothers Bloom,2008,"Action,Adventure,Comedy",6.8,49078
Persuasion,2007,"Action,Drama,Family",7.5,14262
North Face,2008,"Adventure,Biography,Drama",7.4,14951
Cloudy with a Chance of Meatballs,2009,"Adventure,Animation,Comedy",6.9,206699
The Collector,2009,"Action,Crime,Horror",6.4,58929
College,2008,Comedy,4.6,12089
The Last House on the Left,2009,"Horror,Thriller",6.5,86230
Northanger Abbey,2007,"Drama,Romance",7.2,13980
Hoodwinked Too! Hood vs. Evil,2011,"Animation,Comedy,Crime",4.7,12213
Son of Rambow,2007,"Action,Adventure,Comedy",7.0,30850
Fireworks Wednesday,2006,"Drama,Mystery,Romance",7.7,10099
Dhamaal,2007,"Action,Adventure,Comedy",7.3,13362
The Avengers,2012,"Action,Adventure,Sci-Fi",8.0,1266899
Epic,2013,"Adventure,Animation,Family",6.7,100180
Diary of the Dead,2007,"Fantasy,Horror,Sci-Fi",5.6,45927
Battle in Seattle,2007,"Action,Drama,History",6.7,14222
The Island,2006,Drama,7.9,11142
Paprika,2006,"Animation,Drama,Fantasy",7.7,72063
The House Bunny,2008,"Comedy,Romance",5.5,79617
Stuart: A Life Backwards,2007,"Biography,Drama",7.8,10240
Taxi to the Dark Side,2007,"Crime,Documentary,History",7.4,15038
Inside,2007,Horror,6.8,37645
The Sweeney,2012,"Action,Crime,Drama",6.1,18938
The Visitor,2007,Drama,7.6,41614
Sleuth,2007,"Crime,Drama,Mystery",6.5,30554
Gabriel,2007,"Action,Fantasy,Horror",5.6,13634
Smart People,2008,"Comedy,Drama,Romance",6.1,22342
Battle for Terra,2007,"Action,Adventure,Animation",6.5,11354
The Mummy: Tomb of the Dragon Emperor,2008,"Action,Adventure,Fantasy",5.2,151519
Super Troopers 2,2018,"Comedy,Crime,Mystery",6.1,24047
Evangelion: 2.0 You Can (Not) Advance,2009,"Action,Animation,Drama",8.0,15773
Evangelion: 3.0 You Can (Not) Redo,2012,"Action,Animation,Drama",7.0,10011
Blindness,2008,"Drama,Mystery,Sci-Fi",6.6,70417
Elite Squad,2007,"Action,Crime,Drama",8.0,98503
Valhalla Rising,2009,"Action,Adventure,Drama",6.1,56200
Sunshine Cleaning,2008,"Comedy,Drama",6.8,69716
Trick 'r Treat,2007,"Comedy,Horror",6.8,81388
The Duchess,2008,"Biography,Drama,History",6.9,78697
Mr. Peabody & Sherman,2014,"Adventure,Animation,Comedy",6.8,62956
The Informers,2008,"Crime,Drama,Thriller",5.0,16000
The Forbidden Kingdom,2008,"Action,Adventure,Fantasy",6.6,101593
My Life in Ruins,2009,"Comedy,Romance",5.9,18453
The Jane Austen Book Club,2007,"Comedy,Drama,Romance",6.8,26145
Made of Honor,2008,"Comedy,Romance",5.9,68133
Water Lilies,2007,"Drama,Romance",6.7,10287
Paris,2008,"Comedy,Drama,Romance",6.8,11763
City of Men,2007,"Crime,Drama",7.2,15121
Frost/Nixon,2008,"Biography,Drama,History",7.7,103670
Antichrist,2009,"Drama,Horror,Thriller",6.6,117218
Baby Mama,2008,"Comedy,Romance",6.0,42562
Chak De! India,2007,"Drama,Family,Sport",8.2,74520
My Soul to Take,2010,"Horror,Mystery,Thriller",4.8,19600
Red State,2011,"Action,Crime,Horror",6.2,62213
Nine,2009,"Drama,Musical,Romance",5.8,42496
99 francs,2007,"Comedy,Drama",7.3,18834
Destiny,2006,Drama,7.9,12534
Ponyo,2008,"Adventure,Animation,Comedy",7.7,126599
Murder Party,2007,"Comedy,Crime,Drama",5.8,10777
The Blind Side,2009,"Biography,Drama,Sport",7.6,295107
Please Give,2010,"Comedy,Drama",6.6,10983
Katyn,2007,"Drama,History,War",7.0,15631
Eat Pray Love,2010,"Biography,Drama,Romance",5.8,89766
The Edge of Heaven,2007,Drama,7.8,30910
Untraceable,2008,"Crime,Mystery,Thriller",6.2,47654
Sanctum,2011,"Action,Adventure,Drama",5.9,53710
All About Steve,2009,"Comedy,Romance",4.8,39842
Snitch,2013,"Action,Drama,Thriller",6.4,83418
"War, Inc.",2008,"Action,Comedy,Thriller",5.6,21469
The Mist,2007,"Horror,Sci-Fi,Thriller",7.1,282317
The Wedding Ringer,2015,Comedy,6.6,71288
Burn After Reading,2008,"Comedy,Crime,Drama",7.0,311360
The Hurt Locker,2008,"Drama,Thriller,War",7.5,423548
The Switch,2010,"Comedy,Drama,Romance",6.1,97765
Brüno,2009,Comedy,5.8,144123
Saw IV,2007,"Crime,Horror,Mystery",5.9,140732
Lions for Lambs,2007,"Crime,Drama,Mystery",6.2,47546
Street Fighter: The Legend of Chun-Li,2009,"Action,Crime,Fantasy",3.7,23028
Che: Part One,2008,"Biography,Drama,History",7.2,44379
Letters to Juliet,2010,"Adventure,Comedy,Drama",6.5,92716
Horsemen,2009,"Crime,Drama,Mystery",5.6,21580
How to Train Your Dragon,2010,"Action,Adventure,Animation",8.1,670647
Monsters vs. Aliens,2009,"Action,Adventure,Animation",6.4,147894
Shrek Forever After,2010,"Adventure,Animation,Comedy",6.3,185935
Outpost,2008,"Action,Horror,Sci-Fi",5.8,16268
Shine a Light,2008,"Biography,Documentary,Music",7.2,11141
Franklyn,2008,"Drama,Fantasy,Sci-Fi",6.1,16876
From Prada to Nada,2011,"Action,Comedy,Drama",5.5,14438
Deadgirl,2008,Horror,5.6,18615
Cleaner,2007,"Crime,Mystery,Thriller",6.1,37449
The Whistleblower,2010,"Biography,Crime,Drama",7.1,31873
I Know Who Killed Me,2007,"Crime,Mystery,Thriller",3.6,26003
The Road,2009,Drama,7.2,224377
Love Happens,2009,"Drama,Romance",5.7,31264
100 Feet,2008,"Horror,Mystery,Thriller",5.5,12064
